left_company_id,left_name,left_registered_name,left_credit_code,left_website,left_legal_representative,left_address,left_industry,left_description,right_company_id,right_name,right_registered_name,right_credit_code,right_website,right_legal_representative,right_address,right_industry,right_description,system_similarity,system_prediction,human_label,human_notes
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-c3c80dc21cd7,众擎机器人科技,深圳市众擎机器人科技有限公司,,https://engineai.com.cn/,赵同阳,深圳市南山区粤海街道高新区社区科苑南路3156号深圳湾创新科技中心2栋A座2603,人工智能,众擎成立于2023年10月份，团队成员多来自于鹏行智能机器人核心技术人员。 众擎拥有十几项覆盖机器人核心技术的核心专利，基于在鹏行智能多年s关节和ev关节、运动控制、整机设计的基础，众擎预计在未来推出首款基于行星关节和谐波关节混合控制的人形机器人，其推出有望成为全球性能最卓著的人形机器人之一。,0.3067,not_duplicate,,
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-569aa235295c,众望丽华微电子材料,深圳市众望丽华微电子材料有限公司,,,孙健,深圳市光明区凤凰街道凤凰社区观光路2533号A1栋505-1深圳市光明区凤凰街道凤凰社区观光路2533号A1栋0505A,生产制造,深圳市众望丽华微电子材料有限公司是一家集研发、生产、销售、服务为一体的民营高科技企业，于2020年11月20日成立于光明区招商局光明科技园，主要从事半导体晶圆芯片切割液的研发及生产，其生产的切割液具有良好的湿润性，对碎屑具有包裹性和悬浮性，使切割液更彻底的清除碎屑，提高芯片切割的品质，提高芯片成品率，降低成本。公司拥有多名化工材料博士、硕士技术人才，与科研院校建立长期合作，并申请了多项专利和产品商标。致力于电子制程中化学品及材料研发。,0.0000,not_duplicate,,
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-b093fca8bffc,优函数智能科技（深圳）,优函数智能科技（深圳）有限责任公司,,https://unifuncs.com,陈炜宾,深圳市深汕特别合作区鲘门镇通港路南小区五街18号,人工智能,UniFuncs是一家为AI应用而生的API平台，U深研是基于 UniFuncs 最先进 Deep Research 模型的深度研究产品，它通过与我们 Web Search 和 Web Reader 能力深度集成，使之成为了目前市面上成本最低且高效的深度研究Agent。,0.6716,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-2c453c0e8728,九赞科技,深圳市九赞科技有限公司,,http://www.jiuzan99.com,石玲玲,深圳市南山区西丽街道松坪山社区松坪山路5号嘉达研发大楼A座902,人工智能,九赞科技凭借先进的指纹半导体传感器、指纹算法技术、指纹算法芯片产品，已在指纹IC设计、算法、行业/系统应用方面积累了丰富的经验，在相关领域拥有多项自主知识产权和专有技术。,0.1650,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-c5ca849eebd6,乾位智通（深圳）技术,乾位智通（深圳）技术有限公司,,http://www.jwicomm.com/,何康,深圳市南山区粤海街道高新区社区高新南环路26号深圳湾科技生态园5栋A607,科研及技术服务,乾位智通是一家智能定位系统研发商，主要从事UWB厘米级高精度定位技术的研究、应用和推广，并提供UWB微基站、UWB微标签、定位引擎服务器等系列产品，致力于为用户提供相关的定位管理解决方案。,0.4545,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-e80b9483e4ad,云伽智能技术,深圳市云伽智能技术有限公司,,http://www.iinplus.com,张海影,深圳市南山区西丽街道西丽社区留仙大道创智云城1标段1栋D座1701-1708、1801-1806,人工智能,云伽智能是以汽车智能诊断、车联网及物联网智能硬件、云平台、解决方案为核心业务的国家高新技术企业，产品与服务涵盖汽车智能诊断、智慧出行、智慧空间、智慧物流、智慧零售等领域，旨在为客户提供智能产品及平台研发、生产、售后维修、回收再利用全流程价值服务。云伽智能先后推出OBD盒子、TBOX软硬件产品、智能车锁、智慧物流包装、 智慧门锁、在线职教、共享出行运营平台等一系列车联网、物联网智能硬件及平台，产品及 方案行销全球，并得到广泛应用。,0.1511,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-5d1e232a80f4,云图数字科技,深圳市云图数字科技有限公司,,http://wingto.cn/introduce/,陈燕英,深圳市南山区沙河街道高发社区侨香路4080号侨城坊11号楼7A,物联网,深圳云图数字科技有限公司 ，是一家专注于人工智能与物联网应用的高尖科技公司，注重以人为本的美学设计，定位高端酒店及别墅用户的高品位，为一家轻奢智能家居生活品牌服务商，实行全场景智能家居战略。,0.0000,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-00dee5dd3096,云图智汇科技,深圳市云图智汇科技有限公司,,http://www.cwitsoft.com,何丹,深圳市龙岗区南湾街道厦村社区国香山5栋A103,企业服务,云图智汇致力于中国勘察设计与施工行业数字化转型升级。通过计算机科技、物联网、云计算、大数据、5G、人工智能等先进技术与行业有效融合，提升企业的综合管理水平，促进企业转型升级，提升竞争力，为企业赋能。,0.1111,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-73789de9baff,云央科技,深圳市云央科技有限公司,,http://www.iyysz.cn/,胡旭东,深圳市龙岗区坂田街道马安堂社区环城南路32号B2栋101,企业服务,深圳市云央科技有限公司，是一家年轻的研发性企业，意指为用户提供优质的产品、合理的产品价格，用互联网+为传统行业赋能。,0.0000,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-ecc0cd2b755d,云尚通信技术（深圳）,云尚通信技术（深圳）有限公司,,http://www.yuntion.com,姚军,深圳市龙华区龙华街道油松社区龙华工业路80号镇乾大厦1910,企业服务,云尚通信专注于无线通信方案和通信设备的开发及应用，公司研发的无线传感器监测技术广泛应用于人员行为状态监控，环境场景以及货物状态位置跟踪。云尚通信方案普遍应用于室内环境的监控、室内货物状态追踪以及户外货物运输过程中的位置、环境和传感器监控事件。如生鲜食品、贵重物品、医药品、危化品等仓储及运输途中的位置、温湿度、光感、速度、震动等情况，从物品的仓储到物流，从物流到交付，我们提供完整的系统化解决方案。,0.3636,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-13d7272fd56f,云岸物联网设备,深圳市云岸物联网设备有限公司,,,谯泽磊,深圳市宝安区西乡街道南昌社区航城大道华丰国际机器人产业园A栋七层,物联网,深圳市云岸物联网设备有限公司主要经营物联网设备、感知传感器、电子产品的研发、生产、销售与安装；软件开发、计算机系统集成 ；仪器仪表、水文水质在线监测设备、水利信息化系统、水库河道在线监控系统、山林防洪在线监测、水利水电工程施工；农业大棚智能监控、土壤墒情监测。,0.1053,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-fe9062eefe65,云普芯片技术（深圳）,云普芯片技术（深圳）有限公司,,,江开德,深圳市福田区华富街道田面社区深南中路4020号城市绿洲花园3栋10D,硬件,深圳市云普芯片有限公司主要经营信息传输、软件和信息技术服务；从事IC芯片的设计与研发、技术推广、技术咨询、技术转让；电子产品及配件、计算机网络设备及配件、金属材料、电器设备的销售；安防监控产品的研发及销售。,0.3636,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-1075b39c6a06,云泥科技,深圳市云泥科技有限公司,,https://inkfox-ai.com/,李夏禹,深圳市南山区沙河街道高发社区侨香路金迪世纪大厦B栋412,人工智能,云泥科技成立于2023年6月，目前已经获得德迅资本和国内知名基金初心资本的数百万美元的两轮天使轮投资，估值已经超过千万美元。公司的核心团队由来自清华大学和北京大学的顶尖人才，以及腾讯微信、猿辅导的资深技术专家与产品经理组成。云泥科技专注于泛娱乐领域的发展，旨在通过大型机器学习模型和人工智能技术，推动娱乐内容的创新和个性化，提供给用户更加沉浸和互动的体验。,0.0400,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-6082a5210311,云琴科技,深圳市云琴科技有限公司,,http://www.云琴科技.com,戴奇,深圳市龙华区大浪街道横朗社区下横朗新工业区8号2层203室,人工智能,深圳市云琴科技有限公司 是一家以科技为本，以机器视觉硬软件及工业自动化设备为主要业务的企业，专注于机器视觉硬软件及工业自动化智慧制造领域。旗下有《满箱及瓶提手检测》《智慧除锡机》《五金件测量与筛选系统》等,0.0400,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-807c94f9d2fd,云联半导体,深圳市云联半导体有限公司,,,翁立华,深圳市南山区粤海街道高新区社区高新南九道51号航空航天大厦1号楼2018,物联网,深圳云联是一家基带射频芯片产品研发生产商，专注WiFi 6/7芯片国产化，IoT/网关/AP，其产品包含在高度集成的智能物联主芯片及高规格路由器主芯片几大领域。云联半导体拥有基带射频芯片全套技术，并且已开发出国内成本最优，具备全自有知识产权的WiFi IP—可快速迭代WiFi 7多天线产品。云联半导体作为国内少数完全自主研发的WiFi6/WiFi7技术，具有超低功耗、高性能、低成本等核心竞争力。,0.0000,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-9b0a43c74d5e,云芯智汇（深圳）科技,云芯智汇（深圳）科技有限公司,,,隋聪颖,深圳市福田区福保街道福保社区桃花路6号腾飞工业大厦A栋3层311-28,人工智能,云芯智汇（深圳）科技有限公司是专业从事高端三维传感器和智能视觉系统集成与开发的高新技术企业。公司产品广泛应用于建筑锂电3C物流等行业的智能识别与检测、机器人引导定位与自动抓取等领域。,0.4945,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-30cb9de309d4,云芯未来科技（深圳）,云芯未来科技（深圳）有限公司,,,刘云辉,深圳市福田区福保街道福保社区桃花路6号 腾飞工业大厦A栋3层311-28,人工智能,云芯机器人有限公司成立于2023年，是一家专注于机器人研发及应用的高科技公司。公司拥有强大的技术研发团队，汇集了多位来自于港大、港中大、哈工大、电子科大、华科、CMU、QUT等一流高校的高层次精英人才，大部分来自于RoboCon、RoboMaster、FRC等机器人大赛的冠军队伍。基于自主研发的机器人核心部件及机器人识别定位导航算法，公司产品应用于割草、除雪、扫落叶等室内外场景，为人们提供更智能、更便利、更安全的美好生活。,0.4036,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-aba49ad3a6c6,云镝智慧科技,云镝智慧科技有限公司,,http://www.yundeeiot.com/,周粤,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园3栋1601,物联网,云镝智慧科技有限公司是中国联合网络通信集团有限公司与金蝶国际软件集团有限公司共同投资的合资公司，于2019年9月在深圳市成立。公司专注工业互联网平台及SaaS应用的研发与运营，旨在以5G、云计算、边缘计算、大数据、AI等新型数字化技术，通过工业互联网与传统产业融合，帮助企业加速生长，促进产业集群转型升级。,0.1111,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-6d435dcab66e,亚洲星电子,深圳市亚洲星电子有限公司,,http://www.szhengjiawei.com,苏家楷,深圳市福田区华强北街道华航社区华强北路1019号华强广场B、C、D座3层Q3B191B,生产制造,恒嘉威电子是一家半导体产品代理商，产品包括集成电路裸芯片、元器件，集半导体电路生产制造、芯片研发、商贸服务与软件开发为一体。,0.0000,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-46240f3defcc,交浦科技（深圳）,交浦科技（深圳）有限公司,,http://www.elonxi.cn/,赵昱卿,深圳市福田区福保街道福保社区深圳福田保税区桃花路东侧福保物流大厦一层B11,医疗健康,交浦科技集技术研发、方案设计和产品销售于一体，致力于研发高性能人机交互产品，为客户提供智慧型教育和科研解决方案，以硬件为辅助，以软件为平台，以体验为核心，全面提升客户的教学体验和科研能力。公司多项技术为行业首创，其核心技术达到国际领先水平，有望解决脑卒中、自闭症等重大脑疾病诊疗与康复设备卡脖子问题，具有重大市场效益与民生价值。,0.4000,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-c5da4869ad52,亦镜企业视觉服务,深圳市亦镜企业视觉服务有限公司,,http://www.unicam.com.cn/,谢家骐,深圳市南山区招商街道花果山社区南海大道1052号至卓飞高大厦（海翔广场）317B,人工智能,"深圳市亦镜企业视觉服务有限公司是专注于各行业高端商务形象的视觉服务机构，拥有深厚的专业知识和丰富的项目实操经验。亦镜视觉提供商务形象照定制、企业团队照定制、产品摄影、美食摄影、商业活动跟拍、图片直播、航拍等服务，并采用“线上预约+到店拍摄""这一线上线下结合的方式，力求让每位客户在每次拍摄的过程中都能得到宾至如归的体验。",0.0400,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-f79ead681eea,京灿芯半导体,深圳市京灿芯半导体有限公司,,https://www.giantsic.com,彭钰,深圳市南山区粤海街道高新区社区高新南七道011号高新工业村T3栋4B033,生产制造,深圳市京灿芯半导体有限公司主要从事半导体功率器件，集成电路芯片设计、制造及销售。在第三代半导体与先进封装的集成方面有深厚的技术积累。京灿芯半导体公司产品覆盖面广，涵盖消费级、工业级、特种行业和新能源汽车等领域。,0.0000,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-cf8d992b60e9,亿匀智行（深圳）科技,亿匀智行（深圳）科技有限公司,,http://www.infivistech.cn/,高立艳,深圳市罗湖区桂园街道红村社区宝安南路2139号日豪名园15B1,人工智能,"专注于在人工智能计算机视觉行业中使用基于AI的技术,人工智能的算法基于视频实现人体面部表情及动作识别技术服务",0.4945,not_duplicate,,
COMP-ae22917f7dca,九一智造（深圳）信息装备,九一智造（深圳）信息装备有限公司,,,王庆荣,深圳市龙岗区龙城街道回龙埔社区天健创智天地2栋1206,人工智能,九一智造信息装备有限公司是一家专注于人工智能技术在工业领域应用的科技型企业，助推中国制造业进入工业4.0 时代。公司分布在北京、广东、上海三地，其中技术部位于北京，负责产品的研发、运维。生产基地在广东惠州和上海闵行，负责产品向珠三角和长三角地区销售和服务。2017年开始与清华大学软件学院合作算法团队，研发基于深度学习的电路板检测。目前公司研发了应用于工业品质保障及品质提升等环节的各类智能装备，依托于人工智能深度学习领域的技术积累与创新能力，为印制电路板（PCB）、载板、HDI,COMP-6f91c205afe8,亿家亿伴智能科技,深圳市亿家亿伴智能科技有限公司,,,郭志,深圳市福田区福保街道福保社区市花路南侧长富金茂大厦1号楼2108,人工智能,深圳市亿家亿伴智能科技有限公司，是由粤港澳大湾区数字经济研究院孵化的、一家以人工智能技术为核心、打造“AI 家庭玩伴”的科技创新企业；致力于通过AIGC技术， 打造和3-7岁儿童共同成长的人工智能玩伴，构建家庭关系新范式。公司计划推出一系列基于大型语言模型驱动的智能对话毛绒玩伴，提供软硬件一体化的综合解决方案。旨在为3-7岁儿童提供娱乐、学习和情感支持，让孩子们在AI的陪伴中快乐成长。通过电商及线下渠道销售硬件产品，提供订阅制服务；后期计划通过IP方联合运营销售硬件产品，面向,0.1400,not_duplicate,,
